id,name,group,recorded_at,method_family,execution_backend,transport,model,reasoning_effort,fixed_config_id,step_exact,step_module_exact,all_correct,n,failed_outputs,status,eligible,fresh_end_to_end,semantic_parent,mechanism,metrics_path,fixed_config
R194,luna-gaia-v3.54-clean-v3.20-step-isolated-paper-local-promotion-safe-system-evidence,GAIA-50,2026-08-26T16:44:50+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-a901e3a17e,18,9,7,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one step-isolated paper-local evidence matrix feeding one anchor-blind global challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p54-clean-v3p20-step-isolated-paper-local-promotion-safe-system-evidence-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": ""not_recorded"", ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R195,luna-gaia-v3.56-clean-v3.20-step-isolated-class-stratified-anchor-selector-enumerated-contract,GAIA-50,2026-08-26T23:08:35+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-a901e3a17e,22,14,11,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one step-isolated local evidence matrix feeding one anchor-aware class-stratified final selector with a fully enumerated contract,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p56-clean-v3p20-step-isolated-class-stratified-anchor-selector-enumerated-contract-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": ""not_recorded"", ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R196,luna-gaia-v3.57-clean-v3.20-step-isolated-earliest-module-reservoir-anchor-selector,GAIA-50,2026-08-27T05:13:25+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-a901e3a17e,20,11,7,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one step-isolated local taxonomy matrix feeding a deterministic earliest-positive-per-module reservoir and one anchor-aware selector,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p57-clean-v3p20-step-isolated-earliest-module-reservoir-anchor-selector-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": ""not_recorded"", ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R197,luna-gaia-v3.59-clean-v3.20-step-isolated-module-reservoir-pairwise-observed-continuation-deterministic-assembly,GAIA-50,2026-08-27T17:06:03+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-a901e3a17e,18,12,8,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one clean-v3.20 step-isolated observed-continuation pairwise mechanism whose immutable bindings and reducer output are deterministically assembled from semantic-only assessments,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p59-clean-v3p20-step-isolated-module-reservoir-pairwise-observed-continuation-deterministic-assembly-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": ""not_recorded"", ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R198,luna-gaia-v3.60-clean-v3.20-retrospective-prefix-ledger-closure,GAIA-50,2026-08-27T18:35:01+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-a901e3a17e,21,13,9,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,"retrospective closure over every pre-anchor row in the unchanged v3.20 sparse ledger, followed by deterministic earliest-qualifying reduction",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p60-clean-v3p20-retrospective-prefix-ledger-closure-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": ""not_recorded"", ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R199,luna-gaia-v3.61-clean-v3.20-decision-time-evidence-maturity-census-challenger,GAIA-50,2026-08-27T20:35:51+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-60e7a84747,20,13,10,50,0,audit_invalid,False,False,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one complete decision-time evidence-maturity census challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p61-clean-v3p20-decision-time-evidence-maturity-census-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": false, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R200,luna-gaia-v3.62-clean-v3.20-full-local-step-pairwise-reducer,GAIA-50,2026-08-28T03:02:15+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-25d8255eec,18,11,8,50,0,audit_invalid,False,False,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one complete Step-isolated local matrix retained through a full anchor-versus-positive-Step pair table and deterministic earliest-winner reducer,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p62-clean-v3p20-full-local-step-pairwise-reducer-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": false, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": ""not_recorded"", ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R201,luna-gaia-v3.64-clean-v3.20-heterogeneous-critical-boundary-panel,GAIA-50,2026-08-28T06:46:53+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-1bc9c80317,18,10,9,50,0,audit_invalid,False,False,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one heterogeneous complete-boundary panel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p64-clean-v3p20-heterogeneous-critical-boundary-panel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": false, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 5, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R202,luna-gaia-v3.65-clean-v3.20-outcome-conditioned-global-boundary-proposal-duel,GAIA-50,2026-08-28T09:01:38+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-60e7a84747,19,12,8,50,0,audit_invalid,False,False,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one outcome-conditioned global boundary proposal duel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p65-clean-v3p20-outcome-conditioned-global-boundary-proposal-duel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": false, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R203,luna-gaia-v3.74-clean-v3.20-exact-predicate-acquisition-boundary-reducer-owner-materialized,GAIA-50,2026-08-28T13:01:53+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-837e9f1949,21,12,8,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one exact-predicate acquisition boundary reducer,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p74-clean-v3p20-exact-predicate-acquisition-boundary-reducer-owner-materialized-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 2, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R204,luna-gaia-v3.76-clean-v3.20-sparse-ledger-global-boundary-selector-runtime-repair,GAIA-50,2026-08-28T14:05:41+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-837e9f1949,21,14,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one sparse-ledger global critical-boundary selector,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p76-clean-v3p20-sparse-ledger-global-boundary-selector-runtime-repair-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 2, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R205,luna-gaia-v3.78-clean-v3.20-factorized-sparse-ledger-pairwise-selector-contract-repair,GAIA-50,2026-08-28T15:19:16+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,22,10,5,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,factorize native sparse-ledger local facts from pairwise global selection,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p78-clean-v3p20-factorized-sparse-ledger-pairwise-selector-contract-repair-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R206,luna-gaia-v3.80-clean-v3.20-outcome-conditioned-predicate-handoff-tournament-taxonomy-repair,GAIA-50,2026-08-28T16:17:46+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-837e9f1949,17,8,5,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,outcome-conditioned exact-predicate handoff tournament over the native v3.20 ledger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p80-clean-v3p20-outcome-conditioned-predicate-handoff-tournament-taxonomy-repair-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 2, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R207,gaia-v3.82-clean-v3.20-model-only-terra-medium,GAIA-50,2026-08-28T22:35:04+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-terra,medium,C-99c76d4deb,22,13,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,model only: gpt-5.6-luna to gpt-5.6-terra,output/agenterrorbench-codex-gpt-5.6-terra-gaia-paper-v1-agent-judge-gaia-v3p82-clean-v3p20-model-only-terra-medium-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-terra"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R208,gaia-v3.83-clean-v3.20-model-only-gpt55-medium,GAIA-50,2026-08-28T23:54:07+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,C-ff5c53d597,26,16,13,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,model only: gpt-5.6-luna to gpt-5.5,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p83-clean-v3p20-model-only-gpt55-medium-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.5"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R209,gaia-v3.84-model-only-gpt54-medium,GAIA-50,2026-08-29T01:10:18+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.4,medium,C-534552a298,23,13,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,model only: gpt-5.5 to gpt-5.4,output/agenterrorbench-codex-gpt-5.4-gaia-paper-v1-agent-judge-gaia-v3p84-model-only-gpt54-medium-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.4"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R210,gaia-v3.85-gpt55-high-effort-only,GAIA-50,2026-08-29T03:22:15+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,high,C-8046ccdab7,23,15,12,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,reasoning effort only: medium to high,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p85-gpt55-high-effort-only-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.5"", ""high""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R211,gaia-v3.86-gpt55-bounded-typed-boundary-challenger,GAIA-50,2026-08-29T04:49:03+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,C-ff5c53d597,24,15,11,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,one bounded typed-boundary later challenger,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p86-gpt55-bounded-typed-boundary-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.5"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R212,gaia-v3.87-gpt55-evidence-lifecycle-challenger,GAIA-50,2026-08-29T13:04:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,C-ff5c53d597,18,12,11,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,one evidence-grounded bidirectional error-lifecycle challenger,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p87-gpt55-evidence-lifecycle-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.5"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R213,gaia-v3.88-gpt55-sparse-influence-graph-challenger,GAIA-50,2026-08-29T14:35:01+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,medium,C-ff5c53d597,22,14,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.gaia-v3.83-clean-v3.20-model-only-gpt55-medium,one sparse producer-consumer influence-graph challenger,output/agenterrorbench-codex-gpt-5.5-gaia-paper-v1-agent-judge-gaia-v3p88-gpt55-sparse-influence-graph-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.5"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
